C0152020,5363,1.0
C0011880,25013,0.978981495541635
C0026764,20300,0.817615137370881
C0002994,9951,0.740391304229202
C0009324,5569,0.694595609083736
C0022661,V4511,0.693151645944139
C0025286,2252,0.632206978854409
C0010346,5559,0.623866487752582
C0149521,5771,0.620790135742129
C0011880,25012,0.6197173206078
C0031039,4239,0.603745576370466
C0746883,78061,0.551108732625373
C0012813,56211,0.536222556519142
C0746883,28800,0.529528654930102
C0014544,34590,0.508707022116366
C0022661,28521,0.504531042993826
C0022661,5856,0.491872951436894
C0020598,27541,0.491204182040639
C0036572,34590,0.473614069693832
C0014591,7847,0.472341008122822
C0340643,44101,0.465434359214278
C0018965,59970,0.45979051651143
C0002395,3310,0.453247695966023
C0004604,33829,0.452876433944943
C0003873,7140,0.445953288822896
C0020437,27542,0.443264670023276
C0039070,7802,0.434516912804212
C0085762,30391,0.428272402952703
C0003132,3481,0.418508517093324
C0031039,4233,0.413312070167858
C0019079,7863,0.412192431155184
C0002395,29410,0.409506279664251
C0011880,V1581,0.407778671858879
C0085762,29181,0.406581079562883
C0035410,72888,0.404235982435205
C0022661,5854,0.401499481950892
C0022658,V4511,0.40025398008437
C0836924,23871,0.394085780364449
C0085605,5724,0.389893396974732
C0150055,33829,0.388515899953672
C0029944,E9503,0.385014898423389
C0002940,4373,0.37644456313049
C0236663,29181,0.375843657788513
C0149801,3842,0.368480229331998
C0011127,70722,0.362918709532956
C0018946,85221,0.362106037201168
C0034065,41519,0.354828211999675
C0022661,40391,0.346859217928306
C0011860,25080,0.342042902049593
C0007131,1628,0.334562653067215
C0003962,78959,0.329197965078458
C0025202,V1082,0.322673200719379
C0220983,2763,0.322362527807232
C0014867,45620,0.316218056080639
C0003486,4414,0.310607065679893
C0338908,3004,0.307796770062156
C0085605,78959,0.303562201006456
C0005586,29680,0.300613830762575
C0151517,4260,0.297664148173816
C0008311,5761,0.297143956503282
C0020295,591,0.279007427380855
C2830004,32723,0.275674293289881
C0022661,78959,0.269213258860621
C0085605,5722,0.269166155131949
C0085605,5715,0.264715008684684
C0011860,70722,0.263782561281125
C0011127,70703,0.262945797281361
C0745138,5856,0.262039002303787
C0220983,99731,0.261380521967118
C0022661,2767,0.261198208731598
C0002940,430,0.260306439347033
C0302148,V1251,0.259873045753211
C0006849,1120,0.258721992747622
C0022658,5856,0.258497245070338
C0022661,4168,0.25636825493534
C0022658,28521,0.254040300023985
C3714514,70703,0.251579097180076
C0038454,43411,0.249673900665833
C0037315,32723,0.248286241901603
C2830004,79902,0.247142346902928
C0011860,25040,0.243318895854627
C0011860,V5867,0.237888491841924
C0206062,515,0.237413507478465
C0206698,78959,0.236559449055706
C0085616,430,0.23606400079941
C0085605,5723,0.233412397161881
C0022661,40390,0.231152714287621
C1135191,42823,0.230634125994705
C1135196,42833,0.229381724013377
C0022661,42832,0.229314411044343
C0014867,5723,0.227834117950519
C0032227,5119,0.224564119218823
C0085762,5712,0.22402179045621
C0022661,5859,0.223347896238884
C0011880,V5867,0.222800682760823
C0600688,34982,0.219733223413305
C0043144,49121,0.219682652263418
C0041948,5856,0.218811092103673
C3714514,78552,0.217954483336719
C0027651,E9331,0.217343134543646
C0302148,78959,0.214182454065645
C0038354,5723,0.211193274953336
C0032326,5121,0.209319574518257
C0011860,25060,0.20871043166944
C0152020,V5867,0.20685967315218
C0022661,42822,0.204935992049374
C0036572,78039,0.20449218843713
C0013404,42833,0.201022945979157
C0039239,42789,0.200268119247147
