C0002940,3972,1.0
C0022661,3995,0.758770949904178
C0031039,370,0.723822482350874
C0022661,3895,0.704875166791503
C0032227,3491,0.68796755208712
C0085616,3972,0.669310766103691
C0018946,131,0.654732305690352
C0027651,9925,0.621978367496753
C0008311,5187,0.550869821988825
C0085605,5491,0.501628404280405
C0302148,3895,0.46834647649678
C0018932,4523,0.462790974689958
C0002940,8841,0.45140805748527
C0220983,311,0.426305403258254
C0003962,5491,0.413092353838936
C0022658,3895,0.408343486753905
C0022658,3995,0.397190349602926
C0302148,5491,0.393126916606824
C0398738,66,0.391385753018752
C0041948,3895,0.389962671561774
C1510475,4523,0.382763519392548
C0020517,3895,0.381671305313113
C0041948,3995,0.37693409523775
C0745138,3995,0.366127749793015
C3714514,3895,0.353605210664649
C0041582,4513,0.349254416385034
C0017181,4516,0.333039390021202
C2830004,3995,0.328930774560283
C0020517,3995,0.32356208834257
C0206698,5491,0.320336024096005
C0302148,3995,0.318109151858284
C0017181,4523,0.315015347632282
C0032227,3895,0.311684414212364
C0600688,3895,0.302542020480388
C0546817,3324,0.300867246700925
C0206698,311,0.298866360934262
C0001127,311,0.291748450234271
C0017181,4513,0.289977491533741
C0546817,311,0.289568524333852
C0085605,3895,0.287799233785386
C0206698,3895,0.282028606975598
C0032227,3995,0.279806982373018
C0751781,5491,0.276307821368182
C3714514,3324,0.275522974145438
C0085605,3995,0.274502970893466
C0032326,3404,0.273973854821504
C0600688,331,0.267478979900188
C0220983,3324,0.266577879229998
C0025222,4513,0.264655879932591
C0011860,3895,0.264532945345361
C0032227,3404,0.263012762584383
C0020517,3324,0.261083069414394
C0022661,4513,0.260720026127513
C0220983,4311,0.254649615671588
C0600688,3995,0.252729962403381
C0032227,5491,0.25177856898664
C3714514,3995,0.250389059743476
C0220983,9672,0.249374377175674
C0036974,311,0.248576624109674
C0020517,311,0.24822104214086
C0021308,4311,0.247551327917342
C0042963,4513,0.247395671179905
C0034063,3324,0.242933254396644
C0011860,3995,0.24258876652775
C0022661,3324,0.24204038632768
C0001127,3324,0.241526173022168
C1265876,3324,0.239458695589904
C0020517,9672,0.238517513171747
C0014867,5491,0.238126860810268
C2830004,3891,0.236885572290381
C0085616,8841,0.235648522801891
C0032227,3324,0.234798130761082
C0036974,4311,0.230779426267082
C0031106,311,0.230365678712078
C0020517,3891,0.230285148603763
C0302148,3324,0.227078179029586
C0264490,311,0.226872653885854
C0021400,3324,0.224013626460184
C0022661,3893,0.2228987062957
C0022661,9904,0.222500716590705
C0220983,331,0.221263150634973
C2830004,331,0.2209059080974
C0012359,5491,0.220493305612442
C3714514,9672,0.219275783890509
C0546817,9672,0.218609099068539
C0206698,3324,0.21845063722389
C0302148,311,0.216965311435521
C0039239,3324,0.213126982050816
C0032227,311,0.211416790835547
C0018926,4513,0.210084223214969
C0022661,9604,0.209853277153517
C0009676,3995,0.209494300021141
C0302148,4513,0.208039197231431
C0264490,9672,0.207407975470593
C0037199,311,0.205561196919038
C0751781,3895,0.203203688444981
C3714514,3891,0.200229111515213
